Region Name,Province Name,City/Municipality Name,Barangay Name
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),MIDSAYAP,SADAAN
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),MIDSAYAP,SALUNAYAN
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),MIDSAYAP,SAMBULAWAN
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),MIDSAYAP,SAN ISIDRO
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),MIDSAYAP,SANTA CRUZ
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),MIDSAYAP,TUGAL
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),MIDSAYAP,TUMBRAS
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),MIDSAYAP,BULANAN UPPER
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),MIDSAYAP,UPPER GLAD I
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),MIDSAYAP,UPPER GLAD II
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),MIDSAYAP,UPPER LABAS
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),MIDSAYAP,VILLARICA
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),MIDSAYAP,KIWANAN
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),MIDSAYAP,SAN PEDRO
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),M'LANG,BAGONTAPAY
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),M'LANG,BIALONG
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),M'LANG,BUAYAN
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),M'LANG,CALUNASAN
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),M'LANG,DALIPE
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),M'LANG,DAGONG
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),M'LANG,DUNGO-AN
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),M'LANG,GAUNAN
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),M'LANG,INAS
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),M'LANG,KATIPUNAN
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),M'LANG,LA FORTUNA
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),M'LANG,LA SUERTE
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),M'LANG,LANGKONG
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),M'LANG,LEPAGA
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),M'LANG,LIBOO
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),M'LANG,LIKA
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),M'LANG,LUZ VILLAGE
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),M'LANG,MAGALLON
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),M'LANG,MALAYAN
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),M'LANG,NEW ANTIQUE
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),M'LANG,NEW BARBAZA
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),M'LANG,NEW KALIBO
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),M'LANG,NEW CONSOLACION
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),M'LANG,NEW ESPERANZA
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),M'LANG,NEW JANIUAY
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),M'LANG,NEW LAWA-AN
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),M'LANG,NEW RIZAL
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),M'LANG,NUEVA VIDA
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),M'LANG,PAG-ASA
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),M'LANG,POBLACION
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),M'LANG,PULANG-LUPA
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),M'LANG,SANGAT
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),M'LANG,TAWANTAWAN
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),M'LANG,TIBAO
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),M'LANG,UGPAY
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),M'LANG,PALMA-PEREZ
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),M'LANG,POBLACION B
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PIGKAWAYAN,ANICK (UPPER BALOGO)
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PIGKAWAYAN,UPPER BAGUER (BAGUER)
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PIGKAWAYAN,BALACAYON
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PIGKAWAYAN,BALOGO
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PIGKAWAYAN,BANUCAGON
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PIGKAWAYAN,BULUCAON
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PIGKAWAYAN,BULUAN
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PIGKAWAYAN,BURICAIN
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PIGKAWAYAN,CAPAYURAN
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PIGKAWAYAN,CENTRAL PANATAN
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PIGKAWAYAN,DATU BINASING
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PIGKAWAYAN,DATU MANTIL
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PIGKAWAYAN,KADINGILAN
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PIGKAWAYAN,KIMARAYANG
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PIGKAWAYAN,LIBUNGAN TORRETA
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PIGKAWAYAN,LOWER BAGUER
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PIGKAWAYAN,LOWER PANGANGKALAN
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PIGKAWAYAN,MALAGAKIT
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PIGKAWAYAN,MALUAO
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PIGKAWAYAN,NORTH MANUANGAN
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PIGKAWAYAN,MATILAC
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PIGKAWAYAN,MIDPAPAN I
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PIGKAWAYAN,MULOK
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PIGKAWAYAN,NEW CULASI
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PIGKAWAYAN,NEW IGBARAS
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PIGKAWAYAN,NEW PANAY
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PIGKAWAYAN,UPPER PANGANGKALAN
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PIGKAWAYAN,PATOT
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PIGKAWAYAN,PAYONG-PAYONG
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PIGKAWAYAN,POBLACION I
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PIGKAWAYAN,POBLACION II
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PIGKAWAYAN,POBLACION III
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PIGKAWAYAN,PRESBITERO
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PIGKAWAYAN,RENIBON
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PIGKAWAYAN,SIMSIMAN
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PIGKAWAYAN,SOUTH MANUANGAN
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PIGKAWAYAN,TIGBAWAN
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PIGKAWAYAN,TUBON
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PIGKAWAYAN,MIDPAPAN II
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PIGKAWAYAN,CABPANGI
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PIKIT,BAGOAINGUD (BAGOINGED)
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PIKIT,BALABAK
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PIKIT,BALATICAN
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PIKIT,BALONG
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PIKIT,BALUNGIS
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PIKIT,BARUNGIS
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PIKIT,BATULAWAN
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PIKIT,BUALAN
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PIKIT,BULIOK
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PIKIT,BULOD
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PIKIT,BULOL
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PIKIT,CALAWAG
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PIKIT,DALINGAOEN (LALINGAON)
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PIKIT,DAMALASAK
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PIKIT,FORT PIKIT
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PIKIT,GINATILAN
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PIKIT,GLIGLI
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PIKIT,GOKOTON (GOKOTAN)
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PIKIT,INUG-UG
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PIKIT,KABASALAN
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PIKIT,KALACACAN
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PIKIT,KATILACAN
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PIKIT,KOLAMBOG
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PIKIT,LADTINGAN
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PIKIT,LAGUNDE
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PIKIT,LANGAYEN
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PIKIT,MACABUAL
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PIKIT,MACASENDEG
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PIKIT,MANAULANAN
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PIKIT,NABUNDAS
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PIKIT,NALAPAAN
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PIKIT,NUNGUAN
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PIKIT,PAIDU PULANGI
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PIKIT,PANICUPAN
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PIKIT,POBLACION
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PIKIT,PUNOL
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PIKIT,RAJAH MUDA
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PIKIT,SILIK
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PIKIT,TAKIPAN
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PIKIT,TALITAY
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PIKIT,TINUTULAN
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PIKIT,PAMALIAN
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PRESIDENT ROXAS,ALEGRIA
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PRESIDENT ROXAS,BATO-BATO
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PRESIDENT ROXAS,DEL CARMEN
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PRESIDENT ROXAS,F. CAJELO (NEW MAASIN)
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PRESIDENT ROXAS,IDAOMAN
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PRESIDENT ROXAS,ILUSTRE
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PRESIDENT ROXAS,KAMARAHAN
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PRESIDENT ROXAS,CAMASI
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PRESIDENT ROXAS,KISUPAAN
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PRESIDENT ROXAS,LA ESPERANZA
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PRESIDENT ROXAS,LABU-O
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PRESIDENT ROXAS,LAMALAMA
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PRESIDENT ROXAS,LOMONAY
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PRESIDENT ROXAS,NEW CEBU
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PRESIDENT ROXAS,POBLACION
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PRESIDENT ROXAS,SAGCUNGAN
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PRESIDENT ROXAS,SALAT
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PRESIDENT ROXAS,SARAYAN
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PRESIDENT ROXAS,TUAEL
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PRESIDENT ROXAS,GREENHILL
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PRESIDENT ROXAS,CABANGBANGAN
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PRESIDENT ROXAS,DATU INDANG
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PRESIDENT ROXAS,DATU SANDONGAN
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PRESIDENT ROXAS,KIMARUHING
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),PRESIDENT ROXAS,MABUHAY
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),TULUNAN,BAGUMBAYAN
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),TULUNAN,BANAYAL
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),TULUNAN,BATANG
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),TULUNAN,BITUAN
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),TULUNAN,BUAL
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),TULUNAN,DAIG
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),TULUNAN,DAMAWATO
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),TULUNAN,DUNGOS
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),TULUNAN,KANIBONG
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),TULUNAN,LA ESPERANZA
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),TULUNAN,LAMPAGANG
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),TULUNAN,BUNAWAN
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),TULUNAN,MAGBOK
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),TULUNAN,MAYBULA
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),TULUNAN,MINAPAN
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),TULUNAN,NEW CARIDAD
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),TULUNAN,NEW CULASI
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),TULUNAN,NEW PANAY
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),TULUNAN,PARAISO
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),TULUNAN,POBLACION
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),TULUNAN,POPOYON
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),TULUNAN,SIBSIB
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),TULUNAN,TAMBAC
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),TULUNAN,TUBURAN
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),TULUNAN,F. CAJELO
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),TULUNAN,BACONG
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),TULUNAN,GALIDAN
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),TULUNAN,GENOVEVA BAYNOSA
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),TULUNAN,NABUNDASAN
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),ANTIPAS,CAMUTAN
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),ANTIPAS,CANAAN
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),ANTIPAS,DOLORES
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),ANTIPAS,KIYAAB
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),ANTIPAS,LUHONG
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),ANTIPAS,MAGSAYSAY
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),ANTIPAS,MALANGAG
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),ANTIPAS,MALATAD
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),ANTIPAS,MALIRE
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),ANTIPAS,NEW PONTEVEDRA
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),ANTIPAS,POBLACION
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),ANTIPAS,B. CADUNGON
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),ANTIPAS,DATU AGOD
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),BANISILAN,BANISILAN POBLACION
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),BANISILAN,BUSAON
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),BANISILAN,CAPAYANGAN
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),BANISILAN,CARUGMANAN
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),BANISILAN,GASTAY
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),BANISILAN,KALAWAIG
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),BANISILAN,KIARING
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),BANISILAN,MALAGAP
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),BANISILAN,MALINAO
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),BANISILAN,MIGUEL MACASARTE
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),BANISILAN,PANTAR
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),BANISILAN,PARADISE
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),BANISILAN,PINAMULAAN
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),BANISILAN,POBLACION II
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),BANISILAN,PUTING-BATO
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),BANISILAN,SOLAMA
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),BANISILAN,THAILAND
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),BANISILAN,TINIMBACAN
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),BANISILAN,TUMBAO-CAMALIG
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),BANISILAN,WADYA
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),ALEOSAN,BAGOLIBAS
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),ALEOSAN,CAWILIHAN
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),ALEOSAN,DUALING
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),ALEOSAN,DUNGUAN
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),ALEOSAN,KATALICANAN
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),ALEOSAN,LAWILI
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),ALEOSAN,LOWER MINGADING
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),ALEOSAN,LUANAN
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),ALEOSAN,MALAPANG
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),ALEOSAN,NEW LEON
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),ALEOSAN,NEW PANAY
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),ALEOSAN,PAGANGAN
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),ALEOSAN,PALACAT
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),ALEOSAN,PENTIL
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),ALEOSAN,SAN MATEO
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),ALEOSAN,SANTA CRUZ
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),ALEOSAN,TAPODOC
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),ALEOSAN,TOMADO
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),ALEOSAN,UPPER MINGADING
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),ARAKAN,ALLAB
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),ARAKAN,ANAPOLON
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),ARAKAN,BADIANGON
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),ARAKAN,BINOONGAN
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),ARAKAN,DALLAG
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),ARAKAN,DATU LADAYON
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),ARAKAN,DATU MATANGKIL
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),ARAKAN,DOROLUMAN
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),ARAKAN,GAMBODES
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),ARAKAN,GANATAN
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),ARAKAN,GREENFIELD
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),ARAKAN,KABALANTIAN
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),ARAKAN,KATIPUNAN
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),ARAKAN,KINAWAYAN
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),ARAKAN,KULAMAN VALLEY
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),ARAKAN,LANAO KURAN
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),ARAKAN,LIBERTAD
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),ARAKAN,MAKALANGOT
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),ARAKAN,MALIBATUAN
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),ARAKAN,MARIA CARIDAD
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),ARAKAN,MEOCAN
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),ARAKAN,NAJE
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),ARAKAN,NAPALICO
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),ARAKAN,SALASANG
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),ARAKAN,SAN MIGUEL
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),ARAKAN,SANTO NIÑO
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),ARAKAN,SUMALILI
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),ARAKAN,TUMANDING
REGION XII (SOCCSKSARGEN),SOUTH COTABATO,BANGA,BENITEZ (POB.)
REGION XII (SOCCSKSARGEN),SOUTH COTABATO,BANGA,CABUDIAN
REGION XII (SOCCSKSARGEN),SOUTH COTABATO,BANGA,CABULING
REGION XII (SOCCSKSARGEN),SOUTH COTABATO,BANGA,CINCO (BARRIO 5)
REGION XII (SOCCSKSARGEN),SOUTH COTABATO,BANGA,DERILON
REGION XII (SOCCSKSARGEN),SOUTH COTABATO,BANGA,EL NONOK
REGION XII (SOCCSKSARGEN),SOUTH COTABATO,BANGA,IMPROGO VILLAGE (POB.)
REGION XII (SOCCSKSARGEN),SOUTH COTABATO,BANGA,KUSAN (BARRIO 8)
REGION XII (SOCCSKSARGEN),SOUTH COTABATO,BANGA,LAM-APOS
REGION XII (SOCCSKSARGEN),SOUTH COTABATO,BANGA,LAMBA
REGION XII (SOCCSKSARGEN),SOUTH COTABATO,BANGA,LAMBINGI
REGION XII (SOCCSKSARGEN),SOUTH COTABATO,BANGA,LAMPARI
